5080 FE00; FSung-Academic; FS0F5313 # Term: FS0F5313
5080 FE01; FSung-Academic; FS0F69A1 # Term: FS0F69A1
5080 FE02; FSung-Academic; FS0F69A2 # Term: FS0F69A2
5080 FE03; FSung-Academic; FS0F69A3 # Term: FS0F69A3
5080 FE04; FSung-Academic; FS0F69A5 # Term: FS0F69A5
5080 FE05; FSung-Academic; FS0F69A6 # Term: FS0F69A6
5080 FE06; FSung-Academic; FS0F69A7 # Term: FS0F69A7
5080 FE07; FSung-Academic; FS0F6A02 # Term: FS0F6A02
5080 FE08; FSung-Academic; FS0F6D48 # Term: FS0F6D48
