6216 FE00; FSung-Academic; FS0F1278 # Term: FS0F1278
6216 FE01; FSung-Academic; FS0F35A4 # Term: FS0F35A4
6216 FE02; FSung-Academic; FS0F35AB # Term: FS0F35AB
6216 FE03; FSung-Academic; FS0F35B1 # Term: FS0F35B1
6216 FE04; FSung-Academic; FS0FB526 # Term: FS0FB526
6216 FE05; FSung-Academic; FS0FB534 # Term: FS0FB534
6216 FE06; FSung-Academic; FS0FB544 # Term: FS0FB544
6216 FE07; FSung-Academic; FS0FFFFB # Term: FS0FFFFB
6216 FE08; FSung-Academic; FS0FFFFC # Term: FS0FFFFC
